id,name,generic_name,trade_name,synonym
20003197,Benzyl benzoate Emulsion 25% 60 mL,Benzyl benzoate,Benzyl Benzoate Emulsion,
20003241,Ephedrine Nasal Drop 2% 15 mL,Ephedrine,Ephedrine,
20003244,Ephedrine Nasal Drop 3% 15 mL,Ephedrine,Ephedrine,
20003245,Ephedrine Nasal Drop 0.5% 15 mL,Ephedrine,Ephedrine,
20003246,Ephedrine Nasal Drop 1% 15 mL,Ephedrine,Ephedrine,
20003252,Ferrous sulfate Drop 25 mg/mL 15 mL,Ferrous sulfate,Ferrous Sulfate,
20003288,Lugol Oral Soln 60 mL,Iodine and Potassium iodide,Lugol,
20003292,Mandle Paint 30 mL,Iodine and Potassium iodide,Mandle,
20003388,Urea 10% Cream 1 g [Siriraj Soft Care],Urea,Siriraj Soft Care,carbamide
20003390,Sodium bicarb in Glycerine Ear Drop 15mL,Sodium bicarbonate,Sodium Bicarbonate in Glycerine,
20003394,Sodium bicarbonate Ear Drop 2.5% 15 mL,Sodium bicarbonate,Sodium Bicarbonate,
20003395,Sorbital Oral Soln 20% 300 mL,Sorbitol,Sorbitol,
20003408,Tussis Mixture  60 mL,Camphor and Glycyrrhiza Mixt.,Tussis,ยาธาตุน้ำดำ (brown mixture)
20003410,Tussis Mixture 250 mL,Camphor and Glycyrrhiza Mixt.,Tussis,ยาธาตุน้ำดำ (brown mixture)
20003416,Whitfield Spirit 60 mL,Benzoic acid and Salicylic acid,Whitfield,
20003424,Dipyridamole+Aspirin Cap [Aggrenox],Dipyridamole and Aspirin,Aggrenox,
20003425,Etoricoxib Tab 120 mg [Arcoxia],Etoricoxib,Arcoxia,"etoricoxib (INN), อีโทริค็อกซิบ (RDU)"
20003426,Etoricoxib Tab  60 mg [Arcoxia],Etoricoxib,Arcoxia,"etoricoxib (INN), อีโทริค็อกซิบ (RDU)"
20003428,Diacerein Cap 50 mg [Artrodar],Diacerein,Artrodar,diacerein (INN)
20003429,Ergotamine+Caffeine Tab [Avamigran],Ergotamine and Caffeine,Avamigran,
20003431,Doxazosin CR Tab 4 mg [Cardura XL],Doxazosin,Cardura XL,doxazosin (INN)
20003432,Multivitamins+Minerals Tab [Centrum],Multivitamins and Minerals,Centrum,
20003434,Tadalafil Tab 20 mg [Cialis],Tadalafil,Cialis,"tadalafil (INN, USAN)"
20003438,Memantine Tab 10 mg [Ebixa],Memantine,Ebixa,memantine (INN)
20003439,Ezetimibe Tab 10 mg [Ezetrol],Ezetimibe,Ezetrol,ezetimibe (INN)
20003440,Felodipine ER Tab  2.5 mg [Felodipin stada],Felodipine,Felodipin Stada Retard,"felodipine (INN), เฟโลดิปีน (RDU)"
20003441,Felodipine ER Tab 10 mg [Felodipin stada],Felodipine,Felodipin Stada Retard,"felodipine (INN), เฟโลดิปีน (RDU)"
20003442,Felodipine ER Tab  5 mg [Felodipin stada],Felodipine,Felodipin Stada Retard,"felodipine (INN), เฟโลดิปีน (RDU)"
20003443,Adefovir Tab 10 mg [Hepsera],Adefovir,Hepsera,adefovir (INN)
20003446,Gabapentin Tab 600 mg [Neurontin],Gabapentin,Neurontin,gabapentin (INN)
20003448,Tacrolimus Cap 0.5 mg [Prograf],Tacrolimus,Prograf,tacrolimus (INN)
20003450,Vitamin B1-6-12 Tab [Re-B Forte],"Vitamin B1, B6, B12",Re-B Forte,
20003452,Atazanavir Cap 200 mg [Reyataz],Atazanavir,Reyataz,"atazanavir (INN), ATV"
20003454,Rifampicin+INH+PZA+Ethambutol Tab [Rimstar 4-FDC],"Rifampicin,Pyrazinamide,Isoniazid,Ethamb",Rimstar 4-FDC,
20003455,Fexofenadine Tab 180 mg [Telfast],Fexofenadine,Telfast,"fexofenadine (INN), เฟกโซเฟนาดีน (RDU)"
20003456,Trimetazidine MR Tab 35 mg [Vastarel MR],Trimetazidine,Vastarel MR,trimetazidine (INN)
20003457,Levocetirizine Tab 5 mg [Xyzal],Levocetirizine,Xyzal,"levocetirizine (INN, USAN), เลโวเซททิริซีน (RDU)"
20003458,Ziprasidone Cap 20 mg [Zeldox],Ziprasidone,Zeldox,ziprasidone (INN)
20003459,Ziprasidone Cap 40 mg [Zeldox],Ziprasidone,Zeldox,ziprasidone (INN)
20003463,Dexamethasone inj (mL),Dexamethasone,Lodexa,dexamethasone (INN)
20003466,"Anti-D Ig,human Inj 1500 IU/2 mL [Igamad]",Anti-D (rh) immunoglobulin,Igamad,
20003469,Desflurane Inh Soln 240 mL [Suprane],Desflurane,Suprane,desflurane (INN)
20003471,Acyclovir Cream 5% 2 g [Zovirax],Aciclovir (Acyclovir),Zovirax,"aciclovir (INN), acyclovir (USAN)"
20003528,Lansoprazole Tab 15 mg [Prevacid FDT],Lansoprazole,Prevacid FDT,lansoprazole (INN)
20003529,Lansoprazole Tab 30 mg [Prevacid FDT],Lansoprazole,Prevacid FDT,lansoprazole (INN)
20003532,Labetalol Inj 25 mg/5 mL [Trandate],Labetalol,Trandate,labetalol (INN)
20003538,NSS 2000 mL (P),Sodium chloride,NSS GHP,
20003540,Chlorhexidine Scrub 4%   60 mL,Chlorhexidine,Chlorhexidine Scrub,chlorhexidine (INN)
20003543,Triamcinolone milky Lotion 0.1% 30 mL,Triamcinolone,Triamcinolone Milky Lotion,triamcinolone (INN)
20003548,Chlorhexidine 0.5% in 70%Alc(Pump) 280mL,Chlorhexidine,Chlorhexidine in Alcohol,chlorhexidine (INN)
20003549,Acetic acid Ext Soln 3% 100 mL,Acetic acid,Acetic Acid Siriraj (non-Sterile),
20003553,Gentian violet Paint 1% 100 mL,Gentian violet,Gentian Violet,
20003569,Bupivacaine in NSS Inj 0.625 mg/mL 280mL [Marcaine],Bupivacaine,Marcaine in NSS,"bupivacaine (INN, USAN)"
20003570,Gentamicin Sterile Soln 2 mg/mL 4 mL,Gentamicin,Gentamicin Siriraj,gentamicin (INN)
20003575,UC+SS_Zidovudine (AZT) Cap 100 mg [Antivir],Zidovudine,Antivir,"zidovudine (INN, BAN, USAN), azidothymidine, AZT"
20003577,UC+SS_Zidovudine (AZT) Cap 300 mg [Antivir],Zidovudine,Antivir,"zidovudine (INN, BAN, USAN), azidothymidine, AZT"
20003578,UC+SS_Efavirenz Tab 600 mg [Efavirenz GPO],Efavirenz,Efavirenz GPO,"efavirenz (INN), EFV"
20003579,UC+SS_Lamivudine+Stavudine+NevirapineTab [GPO-Vir S30],"Stavudine, Lamivudine and Nevirapine",GPO-Vir S30,
20003583,UC+SS_Lamivudine Tab 150 mg [Lamivir],Lamivudine,Lamivir,"lamivudine (INN), 3TC"
20003584,UC+SS_Nevirapine Tab 200 mg [Neravir],Nevirapine,Neravir,"nevirapine (INN), NVP"
20003586,UC+SS_Stavudine (d4T) Cap 30 mg [Stavir],Stavudine,Stavir,"stavudine (INN), d4T"
20003588,UC+SS_Lamivudine+Zidovudine Tab [Zilarvir 150/300],Zidovudine and Lamivudine,Zilarvir,
20003664,Magnesium sulfate Inj 50% 20 mL,Magnesium sulfate,Magnesium Sulfate,
20003676,Esomeprazole Inj 40 mg [Nexium IV],Esomeprazole,Nexium,"esomeprazole (INN, USAN)"
20003678,Botulinum toxin Inj 100 Unit [Botox],Botulinum toxin,Botox,
20003679,Botulinum toxin Inj 500 Unit [Dysport],Botulinum toxin,Dysport,
20003682,Carboplatin Inj  1 mg [Carboplatin Pfizer],Carboplatin,Carboplatin Pfizer,carboplatin (INN)
20003685,Terbutaline Inj 0.5 mg/mL [Terbutaline GPO],Terbutaline,Terbutaline GPO,terbutaline (INN)
20003707,Cisplatin Inj 1 mg [Cisplatin Pfizer],Cisplatin,Cisplatin Pfizer,cisplatin (INN)
20003708,Cytarabine (Ara-C) Inj  1 mg [Cytarine],Cytarabine,Cytarine,"cytarabine (INN), Ara-C"
20003709,Doxorubicin Inj 1 mg [Doxorubicin Pfizer],Doxorubicin,Doxorubicin Pfizer,doxorubicin (INN)
20003710,Fluorouracil (5-FU) Inj 1 mg [5-FU Kyowa],Fluorouracil,5-FU Kyowa,"fluorouracil (INN), 5-FU"
20003712,Methotrexate Inj  1 mg [Methotrexat Ebewe],Methotrexate,Methotrexat Ebewe,methotrexate (INN)
20003713,Paclitaxel Inj  1 mg [Taxol],Paclitaxel,Taxol,paclitaxel (INN)
20003714,Irinotecan Inj  1 mg [Campto],Irinotecan,Campto,"irinotecan (INN), camptothecin-11, CPT-11"
20003715,Irinotecan Inj  1 mg [Irinotel],Irinotecan,Irinotel,"irinotecan (INN), camptothecin-11, CPT-11"
20003716,Etoposide Inj 1 mg [Fytosid],Etoposide,Fytosid,"etoposide (INN), VP-16"
20003736,Bortezomib Inj 3.5 mg [Velcade],Bortezomib,Velcade,"bortezomib (INN, USAN)"
20003865,Calcium folinate Inj  1 mg [Rescuvolin],Calcium folinate (Leucovorin calcium),Rescuvolin,"calcium folinate (INN), folinic acid (BAN), leucovorin (USAN)"
20003930,Spironolactone Susp 2 mg/mL 60 mL,Spironolactone,Spironolactone,spironolactone (INN)
20003985,Melphalan Inj 50 mg [Alkeran],Melphalan,Alkeran,melphalan (INN)
20004006,Colistin Inj 150 mg [Colistate],Colistimethate sodium,Colistate,colistimethate sodium (INN)
20004007,Theophylline SR Tab 200 mg [Xanthium SR],Theophylline,Xanthium SR,
20004008,Cytarabine (Ara-C) Inj 1000 mg/10 mL [Cytarine],Cytarabine,Cytarine,"cytarabine (INN), Ara-C"
20004011,Risperidone Tab 0.5 mg [Risperdal QUICKLET],Risperidone,Risperdal QUICKLET,risperidone (INN)
20004012,Epoetin beta (PFS) Inj  3000 IU [Recormon],Erythropoietin beta (Epoetin beta),Recormon,"epoetin beta (INN, BAN, USAN)"
20004013,"Epoetin beta (PFS) Inj 30,000 IU [Recormon]",Erythropoietin beta (Epoetin beta),Recormon,"epoetin beta (INN, BAN, USAN)"
20004016,Budesonide Easyhaler 200 mcg 200 D [Giona],Budesonide,Giona Easyhaler,budesonide (INN)
20004020,Paclitaxel Inj 300 mg + Set [Anzatax],Paclitaxel,Anzatax,paclitaxel (INN)
20004022,Triamcinolone IA/ID Inj 10 mg/mL 1 mL [Kanolone],Triamcinolone,Kanolone,triamcinolone (INN)
20004023,Triamcinolone IA/ID Inj 10 mg/mL 5 mL [Kanolone],Triamcinolone,Kanolone,triamcinolone (INN)
20004024,Triamcinolone IM/IA Inj 40 mg/mL 1 mL [Kanolone-F],Triamcinolone,Kanolone,triamcinolone (INN)
20004025,"Sun screen,SPF 50+ Fluid 50 mL [Anthelios XL Fluid]","Sunscreens, Chemical-Physical",Anthelios XL,
20004026,"Sun screen,SPF 50+ Cream 50 mL [Anthelios XL Cream]","Sunscreens, Chemical-Physical",Anthelios XL,
20004028,Cyclosporin Eye Drop 0.05% 0.4 mL (30) [Restasis],Cyclosporine (Ciclosporine),Restasis,"ciclosporin (INN), cyclosporine"
20004029,Levonorgestrel Tab 750 mcg (2 Tab) [Postinor],Levonorgestrel,Postinor,levonorgestrel (INN)
20004030,"Dichlorobenzyl alc,comb Lozenge (24 Tab) [Throatsil]","Dichlorobenzyl alcohol, Amylmetacresol",Throatsil,
20004032,Triptorelin IM Inj 11.25 mg [Diphereline P.R.],Triptorelin,Diphereline P.R.,triptorelin (INN)
20004036,Trazodone Tab 50 mg [Trazodel],Trazodone,Trazodel,trazodone (INN)
20004037,Mupirocin Oint 2% 5 g [Bacidal],Mupirocin,Bacidal,mupirocin (INN)
20004038,Econazole Cream 5 g [Ecosone],Econazole and Triamcinolone,Ecosone,
20004039,Levofloxacin Inj 500 mg/100 mL [Lefloxin IV],Levofloxacin,Lefloxin,"levofloxacin (INN), เลโวฟล็อกซาซิน (RDU)"
20004040,Levofloxacin Tab 100 mg [Lefloxin],Levofloxacin,Lefloxin,"levofloxacin (INN), เลโวฟล็อกซาซิน (RDU)"
20004041,Levofloxacin Tab 500 mg [Lefloxin],Levofloxacin,Lefloxin,"levofloxacin (INN), เลโวฟล็อกซาซิน (RDU)"
20004045,Fexofenadine Tab  60 mg [Fenafex],Fexofenadine,Fenafex,"fexofenadine (INN), เฟกโซเฟนาดีน (RDU)"
20004047,Cefditoren Granules 50 mg [Meiact],Cefditoren,Meiact,"cefditoren (INN), เซฟดิทอเรน (RDU)"
20004048,"Macrogol,combination Powder 137.155 g [Niflec]",Macrogol with electrolytes,Niflec,"propylene glycol (USAN), propylene glycol"
20004050,Cyclophosphamide Inj 1000 mg [Endoxan],Cyclophosphamide,Endoxan,cyclophosphamide (INN)
20004051,Albumin Saline with Phenol 0.4% Inj 18 mL,Albumin and Phenol,Albumin + Phenol,
20004052,Fludarabine Tab 10 mg [Fludara],Fludarabine,Fludara,fludarabine (INN)
20004053,Estradiol+Dydrogesterone Tab (28) [Femoston 1/10],Dydrogesterone and Estradiol,Femoston,
20004054,Estradiol+Dydrogesterone Tab (28) [Femoston Conti],Dydrogesterone and Estradiol,Femoston conti,
20004057,Tenecteplase Inj 8000 U (40 mg) [Metalyse],Tenecteplase,Metalyse,tenecteplase (INN)
20004060,Infliximab Inj 100 mg + Set [Remicade],Infliximab,Remicade,infliximab (INN)
20004061,Everolimus Tab  0.25 mg [Certican],Everolimus,Certican,"everolimus (INN, USAN)"
20004062,Everolimus Tab  0.5 mg [Certican],Everolimus,Certican,"everolimus (INN, USAN)"
20004064,Imatinib Tab 400 mg [Glivec],Imatinib,Glivec,imatinib (INN)
20004066,Voriconazole Tab 200 mg [Vfend],Voriconazole,Vfend,voriconazole (INN)
20004069,Voriconazole Inj 200 mg [Vfend],Voriconazole,Vfend,voriconazole (INN)
20004070,Bosentan Tab 125 mg [Tracleer],Bosentan,Tracleer,bosentan (INN)
20004074,Estradiol+Drospirenone Tab (28) [Angeliq],Drospirenone and Estradiol hemihydrate,Angeliq,
20004075,Levodopa+Carbidopa+Entacapone Tab [Stalevo 100/25/200],"Levodopa, Carbidopa and Entacapone",Stalevo,
20004076,Levodopa+Carbidopa+Entacapone Tab [Stalevo 150/37.5/200],"Levodopa, Carbidopa and Entacapone",Stalevo,
20004077,Multivitamins+Minerals Tab [Vitalux Plus],Multivitamins and Minerals,Vitalux Plus,
20004078,Tolterodine SR Cap 4 mg [Detrusitol SR],Tolterodine,Detrusitol SR,tolterodine (INN)
20004080,Ampicillin+Sulbactam Inj 3 g [Unasyn],Ampicillin and Sulbactam,Unasyn,แอมพิซิลลิน+ซัลแบคแทม (RDU)
20004082,Nicergoline Tab 30 mg [Sermion],Nicergoline,Sermion,nicergoline (INN)
20004083,DTPa+IPV+Hib Vaccine 0.5 mL [Pentaxim],DTPa-IPV-Hib,Pentaxim,DTPa-IPV-Hib
20004095,Levonorgestrel Intrauterine 20 mcg/24 h [Mirena],Levonorgestrel,Mirena,levonorgestrel (INN)
20004096,Peptamen Junior Powder 400 g,Partially hydrolyzed pediatric formula,Peptamen Junior,
20004099,Gatifloxacin Eye Drop 0.3% 5 mL [Zymar],Gatifloxacin,Zymar,gatifloxacin (INN)
20004116,Co-amoxiclav Susp 642.9 mg/5 mL 70 mL [Cavumox ES 600],Amoxicillin and Clavulanate,Cavumox ES,"co-amoxiclav, อะม็อกซีซิลลิน+คลาวูลาเนต (RDU)"
20004119,Pentoxifylline SR Tab 400 mg [Trepal],Pentoxifylline (Oxpentifylline),Trepal,"pentoxifylline (INN, BAN, USAN), oxpentifylline"
20004120,NSS 250 mL (in 500mL) (P),Sodium chloride,NSS GHP,
20004121,Mirtazapine Tab 15 mg [Remeron SolTab],Mirtazapine,Remeron SolTab,mirtazapine (INN)
20004152,Cyclophosphamide Inj  1 mg [Endoxan],Cyclophosphamide,Endoxan,cyclophosphamide (INN)
20004153,Paclitaxel Inj  1 mg [Anzatax],Paclitaxel,Anzatax,paclitaxel (INN)
20004155,Hydrochlorothiazide Susp 10 mg/mL 60 mL,Hydrochlorothiazide,Hydrochlorothiazide,"hydrochlorothiazide (INN), HCTZ"
20004166,Didanosine (ddI) Chewable Tab 200 mg [Divir],Didanosine,Divir,"didanosine (INN), ddI"
20004175,Lamivudine+Zidovudine+Nevirapine Tab [GPO-Vir Z250],"Zidovudine, Lamivudine and Nevirapine",GPO-Vir Z250,
20004195,Anagrelide Cap 0.5 mg [Agrylin],Anagrelide,Agrylin,anagrelide (INN)
20004197,Diazoxide Cap 25 mg [Proglicem],Diazoxide,Proglicem,diazoxide (INN)
20004215,Pyrimethamine Tab 25 mg [A-bin],Pyrimethamine,A-bin,pyrimethamine (INN)
20004295,Lidocaine Inj 5% 10 mL [Xylocaine Siriraj],Lidocaine (Lignocaine),Xylocaine Siriraj,lidocaine (INN)
20004296,Normal Saline (NSS) Nasal Spray 15 mL,Sodium chloride,NSS Nasal Spray,
20004395,Magnesium sulfate Inj 20% 20 mL,Magnesium sulfate,Magnesium Sulfate,
20004405,Fluorescein Inj 10% 5 mL,Fluorescein,Fluorescein,
20004416,Sultamicillin Tab 750 mg [Unasyn],Sultamicillin,Unasyn,"sultamicillin (INN), ampicillin-sulbactam"
20004436,Deferasirox Tab 250 mg [Exjade],Deferasirox,Exjade,"deferasirox (INN, USAN)"
20004445,Trypan Blue Solution 0.1% 1 mL,Trypan blue,Trypan Blue,
20004455,Entecavir Tab 0.5 mg [Baraclude],Entecavir,Baraclude,entecavir (INN)
20004456,Entecavir Tab 1 mg [Baraclude],Entecavir,Baraclude,entecavir (INN)
20004466,"Calcium carbonate,comb Tab (20 Tab) [KAL-Forte]","Ca lactate, Ca gluconate, Ca carbonate",Kal-Forte,
20004468,Factor VIII Inhib.bypass agent Inj  500IU [Feiba],Factor VIII inhibitor bypassing activity,Feiba,
20004473,Atomoxetine Cap 10 mg [Strattera],Atomoxetine,Strattera,atomoxetine (INN)
20004475,Arsenic trioxide Inj 0.1% 10 mL,Arsenic trioxide,Arsenic Trioxide,arsenic trioxide (USAN)
20004476,Glucose Inj 50% 20 mL [D50W Siriraj],Glucose,D50W Siriraj,
20004485,Atomoxetine Cap 18 mg [Strattera],Atomoxetine,Strattera,atomoxetine (INN)
20004486,Atomoxetine Cap 25 mg [Strattera],Atomoxetine,Strattera,atomoxetine (INN)
20004487,Atomoxetine Cap 40 mg [Strattera],Atomoxetine,Strattera,atomoxetine (INN)
20004490,Atomoxetine Cap 60 mg [Strattera],Atomoxetine,Strattera,atomoxetine (INN)
20004493,Erlotinib Tab 100 mg [Tarceva],Erlotinib,Tarceva,erlotinib (INN)
20004494,Erlotinib Tab 150 mg [Tarceva],Erlotinib,Tarceva,erlotinib (INN)
20004496,Rotavirus Oral Vaccine 1.5 mL [Rotarix],"Rota virus (monovalent,live attenuated)",Rotarix,
20004497,Ethinylestradiol+Norelgestromin(3 Patch) [Evra],Norelgestromin and Ethinylestradiol,Evra,
20004498,Aprepitant Cap  80 mg [Emend],Aprepitant,Emend,aprepitant (INN)
20004501,Aprepitant Cap 125 mg [Emend],Aprepitant,Emend,aprepitant (INN)
20004503,Sodium aminosalicylate Tab 1 g [P.A.S. Sodium],Sodium aminosalicylate,P.A.S. Sodium,
20004505,Montelukast Granules 4 mg [Singulair],Montelukast,Singulair,montelukast (INN)
20004506,Follitropin beta (FSH) Inj 300 IU + Set [Puregon],Follitropin beta,Puregon,follitropin beta (INN)
20004508,Hypromellose Eye Gel 0.3% 10 g [GenTeal],Hypromellose,Genteal,"hypromellose (INN), HPMC"
20004510,"Insulin aspart,biphasic Flexpen 3 mL [NovoMix 30]","Insulin aspart, Insulin aspart protamine",NovoMix FlexPen,
20004512,Ziprasidone Cap 60 mg [Zeldox],Ziprasidone,Zeldox,ziprasidone (INN)
20004513,Olmesartan Tab 40 mg [Olmetec],Olmesartan,Olmetec,"olmesartan (INN, USAN)"
20004515,Atorvastatin Tab 80 mg [Lipitor],Atorvastatin,Lipitor,"atorvastatin (INN), อะทอวาสแตติน (RDU)"
20004516,Pravastatin Tab 20 mg [Mevalotin],Pravastatin,Mevalotin,"pravastatin (INN), พราวาสแตติน (RDU)"
20004517,Celecoxib Cap 400 mg [Celebrex],Celecoxib,Celebrex,"celecoxib (INN), ซีเลค็อกซิบ (RDU)"
20004518,Hypromellose Eye Drop 0.3% 10 mL [Natear],Hypromellose,Natear,"hypromellose (INN), HPMC"
20004522,Pneumococcal Vaccine 0.5 mL [Prevnar 13],Pneumococcal conjugate vaccine,Prevnar,
20004527,NSS 50 mL (in 100mL) (P),Sodium chloride,NSS GHP,
20004529,SWI 50 mL (in 100mL) (P),Sterile water,SWI GHP,
20004535,Nutren Junior Powder 400 g,Cow's milk protein pediatric formula,Nutren Junior,
20004545,Anti-Snake Venom Banded Krait Inj [งูสามเหลี่ยม],Snake venom antiserum,Banded Krait Antivenin,
20004546,Anti-Snake Venom Malayan Krait Inj [งูทับสมิงคลา],Snake venom antiserum,Malayan Krait Antivenin,
20004547,Anti-Snake Venom Malayan Pit Viper Inj [งูกะปะ],Snake venom antiserum,Malayan Pit Viper Antivenin,
20004548,Anti-Snake Venom King Cobra Inj [งูจงอาง],Snake venom antiserum,King Cobra Antivenin,
20004576,DMPS inj 250 mg/5 mL,Dimercaptopropanesulfonate,DMPS,DMPS
20004577,Prosure Liquid 250 mL,Nutrition Adult (High Stress Formula),Prosure,
20004586,Quinapril Tab 40 mg [Accupril],Quinapril,Accupril,"quinapril (INN), ควินาพริล (RDU)"
20004587,Quinapril Tab 10 mg [Accupril],Quinapril,Accupril,"quinapril (INN), ควินาพริล (RDU)"
20004606,Clonidine Tab 0.15 mg [Hypodine],Clonidine,Hypodine,clonidine (INN)
20004607,SA 20% in Clobetasol Cream 1 g,Clobetasol and Salicylic acid,SA in Clobetasol,
20004625,Bismuth subsalicylate Tab 524 mg [Gastro-Bismol],Bismuth subsalicylate,Gastro-Bismol,
20004626,Nifedipine CR Tab 20 mg [Adalat CR],Nifedipine,Adalat CR,"nifedipine (INN), ไนเฟดิปีน (RDU)"
20004627,Nebivolol Tab 5 mg [Nebilet],Nebivolol,Nebilet,nebivolol (INN)
20004628,Pregabalin Cap 150 mg [Lyrica],Pregabalin,Lyrica,pregabalin (INN)
20004629,Pregabalin Cap  75 mg [Lyrica],Pregabalin,Lyrica,pregabalin (INN)
20004631,Clindamycin Cap 300 mg [Clinott],Clindamycin,Clinott,"clindamycin (INN), คลินดามัยซิน (RDU)"
20004632,Cefdinir Cap 100 mg [Samnir],Cefdinir,Samnir,"cefdinir (INN), เซฟดิเนีย (RDU)"
20004635,Insulin determir Flexpen 3 mL [Levemir],Insulin detemir,Levemir FlexPen,insulin detemir (INN)
20004638,Vitamin B1-6-12 Tab [Vitabion],"Vitamin B1, B6, B12",Vitabion,
20004639,Etoricoxib Tab  90 mg [Arcoxia],Etoricoxib,Arcoxia,"etoricoxib (INN), อีโทริค็อกซิบ (RDU)"
20004644,Propofol Inj 1% 50 mL [Fresofol],Propofol,Fresofol,propofol (INN)
20004646,Ibandronate Tab 150 mg [Bonviva],Ibandronic acid,Bonviva,ibandronic acid (INN)
20004647,Teriparatide(PFS) Inj 20 mcg/0.08 mL 28D [Forteo],Teriparatide,Forteo,teriparatide (INN)
20004648,Amlodipine+Atorvastatin Tab [Caduet  5/10],amlodipine + atorvastatin,Caduet,อะทอวาสแตติน+แอมโลดิปีน (RDU)
20004649,MCT Oil (Oral) 60 mL,Medium Chain Triglyceride,M.C.T. Oil,
20004650,"Tetanus Ig,human (PFS) Inj 250 IU/mL [Tetanus Gamma]",Tetanus immunoglobulin,Tetanus Gamma,
20004655,Ispaghula husk Granules 5 g [Mucilin SF],Ispaghula (psylla seeds),Mucilin SF,"ispaghula (BAN), psyllium (USAN)"
20004656,Carvedilol Tab 25 mg [Caraten],Carvedilol,Caraten,carvedilol (INN)
20004660,Fenofibrate Cap 160 mg [Fibril],fenofibrate (non micronised),Fibril,fenofibrate (INN)
20004665,Deferiprone Cap 250 mg [Kelfer],Deferiprone,Kelfer,"deferiprone (INN, USAN)"
20004667,Progesterone Vaginal Gel 8% [Crinone],Progesterone,Crinone,progesterone (INN)
20004668,Oxaliplatin Inj  1 mL [Oxalip],Oxaliplatin,Oxalip,oxaliplatin (INN)
20004676,Busulfan Inj 60 mg/10 mL [Busulfex],Busulfan (Busulphan),Busulfex,busulfan (INN)
20004715,Hydralazine Inj 20 mg [Apresoline],Hydralazine,Apresoline,hydralazine (INN)
20004725,Alcohol Gel 70% 500 mL (Pump) [Siriraj Hand Clean],Ethanol (Ethyl alcohol),Siriraj Hand Clean,ethyl alcohol
20004736,Povidone-iodine Ext Soln 10% 500 mL [Betadine],Povidone-iodine,Betadine,
20004745,Benzbromarone Tab 100 mg [Benarone],Benzbromarone,Benarone,benzbromarone (INN)
20004755,Nicotinic acid ER Tab 500 mg [Niaspan],Niacin (Nicotinic acid),Niaspan,nicotinic acid (INN)
20004796,Magnesium sulfate in D5W 40 mg/mL 1000 mL,Magnesium sulfate,Magnesium Sulfate in D5W,
20004798,Alteplase Inj 2 mg [Actilyse],Alteplase,Actilyse,"rtPA, alteplase (INN)"
20004815,Indocyanine green Inj 25 mg/10 mL [Diagnogreen],Indocyanine green,Diagnogreen,"cardiogreen, ICG"
20004845,UC+SS_Didanosine (ddI) Chew Tab 125 mg [Divir],Didanosine,Divir,"didanosine (INN), ddI"
20004847,UC+SS_Didanosine (ddI) Chew Tab 200 mg [Divir],Didanosine,Divir,"didanosine (INN), ddI"
20004850,UC+SS_Tenofovir Tab 300 mg [Tenofovir GPO],Tenofovir,Tenofovir GPO,"tenofovir (INN), TDF"
20004865,Insulin regular Penfill 3 mL [Actrapid HM],Insulin regular,Actrapid HM,
20004866,Insulin isophane+regular Penfill 3 mL [Humulin 70/30],Insulin regular and Insulin isophane,Humulin 70/30,
20004867,Insulin lispro Penfill 3 mL [Humalog],Insulin lispro,Humalog,insulin lispro (INN)
20004868,"Insulin lispro,biphasic Penfill 3 mL [Humalog Mix 25]","Insulin lispro, Insulin lispro protamine",Humalog MIX,
20004869,Insulin isophane (NPH) Penfill 3 mL [Humulin N],Insulin isophane,Humulin N,NPH
20004870,Insulin isophane (NPH) Penfill 3 mL [Insulatard HM],Insulin isophane,Insulatard HM,NPH
20004871,"Insulin aspart,biphasic Penfill 3 mL [NovoMix 30]","Insulin aspart, Insulin aspart protamine",NovoMix,
20004872,Insulin aspart Penfill 3 mL [Novorapid],Insulin aspart,Novorapid,insulin aspart (INN)
20004873,Insulin isophane+regular Penfill 3 mL [Mixtard 30 HM],Insulin regular and Insulin isophane,Mixtard 30 HM,
20004875,Chlorhexidine 2% in 70% Alc(เขียว) 120 mL (ยาแทนชั่วคราว),Chlorhexidine,Chlorhexidine in Alcohol,chlorhexidine (INN)
20004886,Betahistine mesilate Tab  6 mg [Betahis],Betahistine mesylate,Betahis,
20004887,Amlodipine+Atorvastatin Tab [Caduet 10/10],amlodipine + atorvastatin,Caduet,อะทอวาสแตติน+แอมโลดิปีน (RDU)
20004888,Amlodipine+Atorvastatin Tab [Caduet 10/40],amlodipine + atorvastatin,Caduet,อะทอวาสแตติน+แอมโลดิปีน (RDU)
20004891,Fat emulsion Inf 20% 250 mL [ClinOleic],Fat emulsions,ClinOleic,
20004893,Venlafaxine ER Cap  37.5 mg [Efexor XR],Venlafaxine,Efexor XR,venlafaxine (INN)
20004894,Clotrimazole Powder 75 g [Mycoderm-C],Clotrimazole,Mycoderm-C,clotrimazole (INN)
20004895,Adrenaline Autoinjector IM 0.3 mg [Epipen],Adrenaline (Epinephrine),Epipen,"epinephrine (INN, USAN), adrenaline (BAN)"
20004896,Adrenaline Autoinjector IM 0.15 mg [Epipen Jr],Adrenaline (Epinephrine),Epipen Jr,"epinephrine (INN, USAN), adrenaline (BAN)"
20004898,Insulin isophane+regular Inj 10 mL [Gensulin M30],Insulin regular and Insulin isophane,Gensulin M30,
20004899,Insulin isophane+regular Penfill 3 mL [Gensulin M30],Insulin regular and Insulin isophane,Gensulin M30,
